"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","sig","neg_log10_padj"
"ENSG00000152583",997.444733,4.559848,0.185883,0,0,"Up",50
"ENSG00000165995",495.095687,3.280119,0.133206,0,0,"Up",50
"ENSG00000120129",3409.038355,2.936591,0.122502,0,0,"Up",50
"ENSG00000101347",12703.412825,3.754342,0.15761,0,0,"Up",50
"ENSG00000189221",2341.780676,3.3413,0.143234,0,0,"Up",50
"ENSG00000211445",12285.700055,3.716111,0.168483,0,0,"Up",50
"ENSG00000157214",3009.272875,1.969256,0.090631,0,0,"Up",50
"ENSG00000162614",5393.114541,2.02783,0.094958,0,0,"Up",50
"ENSG00000125148",3656.2674,2.198752,0.106506,0,0,"Up",50
"ENSG00000154734",30315.11317,2.334542,0.117002,0,0,"Up",50
"ENSG00000139132",1223.463152,2.216923,0.113488,0,0,"Up",50
"ENSG00000162493",1099.638077,1.875086,0.096108,0,0,"Up",50
"ENSG00000134243",5510.956477,2.18256,0.113053,0,0,"Up",50
"ENSG00000179094",776.600164,3.176614,0.165504,0,0,"Up",50
"ENSG00000162692",508.164811,-3.672831,0.191901,0,0,"Down",50
"ENSG00000163884",561.111048,4.432577,0.237445,0,0,"Up",50
"ENSG00000178695",2649.822515,-2.513288,0.135865,0,0,"Down",50
"ENSG00000198624",2057.204409,2.90119,0.163538,0,0,"Up",50
"ENSG00000148848",1365.163975,-1.803572,0.101099,0,0,"Down",50
"ENSG00000107562",25136.089018,-1.900811,0.106785,0,0,"Down",50
"ENSG00000146250",313.686159,-2.739119,0.154931,0,0,"Down",50
"ENSG00000106976",884.737401,-1.74613,0.10011,0,0,"Down",50
"ENSG00000154930",670.046865,1.88691,0.109042,0,0,"Up",50
"ENSG00000163394",1216.57691,-2.174145,0.12633,0,0,"Down",50
"ENSG00000253368",1040.174817,1.975967,0.115156,0,0,"Up",50
"ENSG00000163661",8565.675761,2.24605,0.132287,0,0,"Up",50
"ENSG00000162616",1467.638323,1.509343,0.088502,0,0,"Up",50
"ENSG00000124766",1281.456787,-2.394372,0.142277,0,0,"Down",50
"ENSG00000148175",11193.723198,1.439027,0.085194,0,0,"Up",50
"ENSG00000197381",1969.040089,2.305692,0.137143,0,0,"Up",50
"ENSG00000172403",8014.796365,1.732861,0.104363,0,0,"Up",50
"ENSG00000116285",3232.635881,2.409775,0.146088,0,0,"Up",50
"ENSG00000163083",418.919472,3.42491,0.210602,0,0,"Up",50
"ENSG00000166741",7432.960982,2.171292,0.136189,0,0,"Up",50
"ENSG00000070404",2128.121776,1.801944,0.114344,0,0,"Up",50
"ENSG00000105989",333.209551,-3.017475,0.1918,0,0,"Down",50
"ENSG00000122035",943.340735,2.271822,0.146045,0,0,"Up",50
"ENSG00000119139",5029.854777,1.913088,0.123591,0,0,"Up",50
"ENSG00000136478",3701.517775,1.45472,0.093955,0,0,"Up",50
"ENSG00000196569",17178.400565,2.014562,0.134472,0,0,"Up",49.06717
"ENSG00000108821",100989.915986,-1.294511,0.086398,0,0,"Down",48.563797
"ENSG00000221866",847.490035,2.728194,0.184266,0,0,"Up",48.35254
"ENSG00000100242",2236.242036,1.843361,0.124166,0,0,"Up",47.999341
"ENSG00000172986",756.360325,-1.563255,0.104684,0,0,"Down",47.999341
"ENSG00000060718",363.763144,2.407591,0.162533,0,0,"Up",47.80956
"ENSG00000134686",2737.981626,1.37593,0.09263,0,0,"Up",47.80956
"ENSG00000145685",2018.150552,-1.231454,0.082644,0,0,"Down",47.80956
"ENSG00000099337",530.058849,2.694642,0.182937,0,0,"Up",47.587608
"ENSG00000157150",167.615768,2.919665,0.197253,0,0,"Up",47.525089
"ENSG00000126803",449.176837,2.427794,0.165328,0,0,"Up",47.378883
"ENSG00000102804",5397.335588,1.193132,0.080668,0,0,"Up",47.246666
"ENSG00000138316",799.560819,-2.487513,0.171338,0,0,"Down",46.439185
"ENSG00000133142",3055.980677,1.524415,0.104628,0,0,"Up",46.214159
"ENSG00000131389",740.403134,-2.105445,0.146539,0,0,"Down",45.187307
"ENSG00000168309",159.530276,4.79016,0.331313,0,0,"Up",45.184973
"ENSG00000103196",3082.088885,2.60651,0.183176,0,0,"Up",45.103277
"ENSG00000124440",197.042691,2.506894,0.174137,0,0,"Up",44.910726
"ENSG00000152268",1597.858287,1.895945,0.132415,0,0,"Up",44.805584
"ENSG00000163171",1357.572998,1.492544,0.10407,0,0,"Up",44.655531
"ENSG00000103742",370.82777,-2.177487,0.152794,0,0,"Down",44.263688
"ENSG00000141401",627.528067,2.305686,0.162282,0,0,"Up",44.263688
"ENSG00000112837",2754.943031,-1.817136,0.128798,0,0,"Down",43.524344
"ENSG00000164647",1920.710849,1.553059,0.110365,0,0,"Up",43.092928
"ENSG00000068383",1247.239149,1.368743,0.097689,0,0,"Up",42.555221
"ENSG00000156675",1631.874131,1.533907,0.110378,0,0,"Up",41.966175
"ENSG00000136999",435.706358,-2.526686,0.184733,0,0,"Down",41.260445
"ENSG00000196517",229.63805,-2.207714,0.16156,0,0,"Down",40.605832
"ENSG00000206538",12754.934405,1.351108,0.099083,0,0,"Up",40.605832
"ENSG00000227051",4615.700805,-1.139182,0.08359,0,0,"Down",40.321287
"ENSG00000134363",2906.309739,-1.788939,0.13239,0,0,"Down",40.047504
"ENSG00000109906",385.071328,7.273227,0.543828,0,0,"Up",39.634147
"ENSG00000149218",2027.184205,1.907078,0.142021,0,0,"Up",39.596666
"ENSG00000124762",8020.492155,-0.998741,0.073921,0,0,"NS",39.466743
"ENSG00000167641",231.672666,2.865694,0.214595,0,0,"Up",39.404124
"ENSG00000185432",3885.656472,2.226756,0.167279,0,0,"Up",39.286781
"ENSG00000163378",1805.287929,1.24961,0.093177,0,0,"Up",39.016117
"ENSG00000126016",386.412443,-2.34911,0.176776,0,0,"Down",38.875644
"ENSG00000106484",677.207251,-1.844046,0.138322,0,0,"Down",38.859258
"ENSG00000196975",4908.817887,1.172284,0.088035,0,0,"Up",38.557994
"ENSG00000150907",678.86791,2.203343,0.166728,0,0,"Up",38.504611
"ENSG00000151726",1460.175912,1.586422,0.11946,0,0,"Up",38.476698
"ENSG00000130513",451.001146,-1.847968,0.139324,0,0,"Down",38.475754
"ENSG00000221869",1963.575147,1.48341,0.112287,0,0,"Up",38.118008
"ENSG00000169715",554.197192,2.198325,0.168573,0,0,"Up",37.595736
"ENSG00000145390",8442.045142,2.123796,0.164393,0,0,"Up",37.070599
"ENSG00000147027",12593.314253,1.153139,0.088294,0,0,"Up",37.041115
"ENSG00000185950",1974.87889,2.100683,0.162579,0,0,"Up",36.988306
"ENSG00000013293",244.494007,-2.850081,0.220133,0,0,"Down",36.921132
"ENSG00000131831",1017.173565,1.414592,0.109408,0,0,"Up",36.25467
"ENSG00000137672",655.448854,1.932761,0.151452,0,0,"Up",35.773054
"ENSG00000146122",1942.425554,1.664888,0.130465,0,0,"Up",35.656835
"ENSG00000020577",3104.999031,1.189917,0.09336,0,0,"Up",35.348007
"ENSG00000119138",1683.276229,2.055832,0.162912,0,0,"Up",35.336783
"ENSG00000163110",1314.18348,1.587825,0.125153,0,0,"Up",35.224111
"ENSG00000138735",6850.213188,-1.163778,0.091824,0,0,"Down",35.016992
"ENSG00000071282",3659.862128,1.58665,0.126214,0,0,"Up",34.697356
"ENSG00000101825",4767.104691,-1.309148,0.104343,0,0,"Down",34.343803
"ENSG00000162407",25853.405072,-0.987127,0.079085,0,0,"NS",33.964806
"ENSG00000246430",2162.533816,2.026381,0.164236,0,0,"Up",33.817119
"ENSG00000163513",13216.632402,1.444629,0.11623,0,0,"Up",33.73722
"ENSG00000163431",4934.729291,1.149266,0.092683,0,0,"Up",33.519911
"ENSG00000046653",1090.456439,2.365946,0.193345,0,0,"Up",33.366164
"ENSG00000099998",506.243742,2.348085,0.192305,0,0,"Up",33.191161
"ENSG00000106617",1018.354025,1.597462,0.129884,0,0,"Up",33.170762
"ENSG00000137809",1115.794832,-1.694965,0.138675,0,0,"Down",33.037537
"ENSG00000115457",1919.142202,2.184763,0.183868,0,0,"Up",31.654162
"ENSG00000160200",834.069634,1.227037,0.102857,0,0,"Up",31.002132
"ENSG00000214814",243.273277,-3.018124,0.255091,0,0,"Down",30.949129
"ENSG00000162772",373.512382,1.894159,0.160041,0,0,"Up",30.71423
"ENSG00000128923",1415.677101,1.026111,0.086345,0,0,"Up",30.632337
"ENSG00000174306",3234.845527,1.116744,0.094186,0,0,"Up",30.618869
"ENSG00000119508",216.674369,2.050283,0.173494,0,0,"Up",30.581971
"ENSG00000123562",5040.483344,1.01648,0.085805,0,0,"Up",30.444476
"ENSG00000125868",15848.970582,0.906401,0.076697,0,0,"NS",30.241641
"ENSG00000145777",152.370842,-2.74409,0.233968,0,0,"Down",30.223815
"ENSG00000173918",992.657156,1.238117,0.105163,0,0,"Up",30.177028
"ENSG00000164125",5596.351415,1.110919,0.094473,0,0,"Up",30.115676
"ENSG00000114098",1010.292829,1.329302,0.113425,0,0,"Up",29.998772
"ENSG00000109861",4057.998733,1.005923,0.085824,0,0,"Up",29.844221
"ENSG00000077684",1570.633927,1.185035,0.101712,0,0,"Up",29.593226
"ENSG00000114270",1546.907778,1.217748,0.104737,0,0,"Up",29.495079
"ENSG00000139289",1975.85343,-0.979137,0.084056,0,0,"NS",29.493893
"ENSG00000103485",865.199817,-1.196397,0.103105,0,0,"Down",29.335676
"ENSG00000138829",15701.218878,1.889145,0.166719,0,0,"Up",28.864868
"ENSG00000164442",7510.496392,1.528474,0.133661,0,0,"Up",28.864868
"ENSG00000110756",995.252222,1.553111,0.135901,0,0,"Up",28.783228
"ENSG00000155130",5654.021876,-1.172439,0.102449,0,0,"Down",28.768386
"ENSG00000144369",1303.263227,-1.329071,0.116401,0,0,"Down",28.55344
"ENSG00000143320",1492.110315,-1.612592,0.14212,0,0,"Down",28.476932
"ENSG00000181467",630.869571,-1.25616,0.110609,0,0,"Down",28.080067
"ENSG00000196507",988.841983,1.043,0.092545,0,0,"Up",27.512046
"ENSG00000008256",3716.565418,1.165351,0.104409,0,0,"Up",27.317672
"ENSG00000116584",2250.580891,-1.00166,0.090072,0,0,"Down",26.922754
"ENSG00000140545",9199.604857,1.094898,0.099413,0,0,"Up",26.522598
"ENSG00000154864",153.233975,-2.528126,0.231705,0,0,"Down",26.293914
"ENSG00000177283",115.08515,2.449744,0.225065,0,0,"Up",26.066103
"ENSG00000146592",669.394803,-2.012572,0.187601,0,0,"Down",25.827017
"ENSG00000072958",2129.433093,1.070433,0.098626,0,0,"Up",25.663753
"ENSG00000133216",344.053248,-1.744119,0.162063,0,0,"Down",25.474749
"ENSG00000205978",1601.035844,-1.139245,0.105867,0,0,"Down",25.30845
"ENSG00000243244",996.17203,1.388332,0.129634,0,0,"Up",25.246977
"ENSG00000136546",4991.237071,1.345275,0.126117,0,0,"Up",25.143448
"ENSG00000096060",2564.384375,3.969846,0.382816,0,0,"Up",25.045473
"ENSG00000163491",160.22334,-2.455259,0.231616,0,0,"Down",24.876004
"ENSG00000092621",1231.091887,-1.40406,0.132211,0,0,"Down",24.844986
"ENSG00000187498",2283.82731,1.295408,0.122085,0,0,"Up",24.739393
"ENSG00000166482",26348.08358,-0.95168,0.089702,0,0,"NS",24.565417
"ENSG00000233117",77.631599,3.331684,0.315479,0,0,"Up",24.526218
"ENSG00000123243",13780.612484,-0.941775,0.089003,0,0,"NS",24.359531
"ENSG00000127083",304.475082,1.782293,0.169721,0,0,"Up",24.349961
"ENSG00000165507",18353.558992,1.52766,0.146106,0,0,"Up",24.305246
"ENSG00000183160",2987.647279,-1.15542,0.109755,0,0,"Down",24.267687
"ENSG00000177666",1701.231837,1.083859,0.103444,0,0,"Up",23.953594
"ENSG00000069431",849.097215,1.041323,0.099351,0,0,"Up",23.919948
"ENSG00000102466",664.680645,1.198334,0.114655,0,0,"Up",23.892902
"ENSG00000131386",11496.51218,1.586478,0.15407,0,0,"Up",23.741122
"ENSG00000180914",568.709512,1.843528,0.178005,0,0,"Up",23.725808
"ENSG00000162496",3692.000321,1.070933,0.102896,0,0,"Up",23.660819
"ENSG00000177674",751.373019,1.097478,0.105461,0,0,"Up",23.648634
"ENSG00000099204",848.584854,1.403713,0.136249,0,0,"Up",23.409878
"ENSG00000126878",93.259064,-2.620792,0.25448,0,0,"Down",23.312064
"ENSG00000127954",286.388753,5.112856,0.50828,0,0,"Up",23.295465
"ENSG00000148120",743.999682,1.087023,0.105629,0,0,"Up",23.104865
"ENSG00000169738",627.449399,2.060129,0.203842,0,0,"Up",23.095082
"ENSG00000112773",516.797156,-1.178578,0.114717,0,0,"Down",23.092818
"ENSG00000197043",14120.994594,0.907037,0.088178,0,0,"NS",23.088016
"ENSG00000125848",178.652502,-2.435697,0.242004,0,0,"Down",22.859913
"ENSG00000035664",633.039689,1.655253,0.163491,0,0,"Up",22.799582
"ENSG00000110900",262.804092,-1.442203,0.141531,0,0,"Down",22.687123
"ENSG00000023909",1927.703865,1.202445,0.118486,0,0,"Up",22.620125
"ENSG00000164742",353.798498,-2.5404,0.255755,0,0,"Down",22.574781
"ENSG00000091527",4870.584705,0.755066,0.073906,0,0,"NS",22.573316
"ENSG00000138073",1697.499041,1.083741,0.107111,0,0,"Up",22.403103
"ENSG00000163697",2266.275313,1.059347,0.10523,0,0,"Up",22.332689
"ENSG00000131446",5361.994411,0.851949,0.084177,0,0,"NS",22.295177
"ENSG00000120837",1841.387254,1.017673,0.101144,0,0,"Up",22.16966
"ENSG00000174136",2831.687706,-0.954061,0.094687,0,0,"NS",22.140582
"ENSG00000102554",149.552167,2.436148,0.244664,0,0,"Up",22.108799
"ENSG00000172061",231.273869,-2.505522,0.253984,0,0,"Down",22.065532
"ENSG00000183044",498.690255,1.137936,0.113269,0,0,"Up",22.065532
"ENSG00000164292",14399.519013,1.020298,0.102808,0,0,"Up",22.062323
"ENSG00000132356",2383.873767,0.854337,0.085071,0,0,"NS",21.921808
"ENSG00000152580",5992.44572,-1.135259,0.11396,0,0,"Down",21.859119
"ENSG00000013297",3431.544553,-1.739107,0.176964,0,0,"Down",21.838314
"ENSG00000099194",785.207076,-1.954017,0.199325,0,0,"Down",21.81426
"ENSG00000164070",591.680868,-1.298411,0.130736,0,0,"Down",21.759142
"ENSG00000173221",1983.221787,0.988133,0.099197,0,0,"NS",21.680291
"ENSG00000237697",126.795186,1.986726,0.200331,0,0,"Up",21.67725
"ENSG00000008311",721.941419,1.078824,0.108734,0,0,"Up",21.487816
"ENSG00000126950",786.108308,-1.676249,0.171585,0,0,"Down",21.336904
"ENSG00000152601",5822.531048,0.847506,0.085779,0,0,"NS",21.294882
"ENSG00000177614",133.149205,-2.518577,0.259351,0,0,"Down",21.230963
"ENSG00000088756",685.720869,-1.615956,0.166036,0,0,"Down",21.19129
"ENSG00000170624",2121.062253,-1.115948,0.113948,0,0,"Down",21.127727
"ENSG00000173068",2793.365466,-0.855459,0.08685,0,0,"NS",21.087724
"ENSG00000128510",164.043523,-2.216711,0.227844,0,0,"Down",21.059641
"ENSG00000081052",207.134577,1.876329,0.193147,0,0,"Up",20.933822
"ENSG00000164484",816.787639,-1.183997,0.12163,0,0,"Down",20.876989
"ENSG00000103502",3319.865876,0.810671,0.082779,0,0,"NS",20.820499
"ENSG00000118689",5165.47548,1.237066,0.127588,0,0,"Up",20.809499
"ENSG00000127824",228.716783,-1.532145,0.157896,0,0,"Down",20.777737
"ENSG00000181061",2420.908002,1.177344,0.121815,0,0,"Up",20.684388
"ENSG00000198431",22734.576609,1.473259,0.153283,0,0,"Up",20.635964
"ENSG00000132970",1322.814869,1.088851,0.112571,0,0,"Up",20.54083
"ENSG00000134253",136.920214,-1.919277,0.199115,0,0,"Down",20.54083
"ENSG00000167992",251.542182,-1.492345,0.154976,0,0,"Down",20.54083
"ENSG00000173517",7990.487044,0.976817,0.100609,0,0,"NS",20.477078
"ENSG00000113580",2811.312298,-0.96376,0.099728,0,0,"NS",20.472343
"ENSG00000179820",3784.342777,1.464928,0.153819,0,0,"Up",20.402861
"ENSG00000136436",3129.159421,1.115685,0.116093,0,0,"Up",20.339241
"ENSG00000143891",528.386963,-1.095993,0.113896,0,0,"Down",20.32594
"ENSG00000106123",2287.859937,1.384024,0.144798,0,0,"Up",20.267235
"ENSG00000003402",2546.609326,1.168246,0.122279,0,0,"Up",20.180467
"ENSG00000137962",4500.579844,1.130929,0.11901,0,0,"Up",20.073348
"ENSG00000167552",9310.09165,-1.191743,0.125312,0,0,"Down",20.072852
"ENSG00000134318",4538.360238,0.795751,0.082825,0,0,"NS",20.060312
"ENSG00000165272",138.570901,-2.85784,0.30471,0,0,"Down",20.012328
"ENSG00000145244",167.013756,1.888875,0.199446,0,0,"Up",19.927951
"ENSG00000145675",3495.187601,1.513645,0.160797,0,0,"Up",19.922539
"ENSG00000071242",11135.341318,0.906468,0.095313,0,0,"NS",19.885131
"ENSG00000140807",96.220447,2.37808,0.252265,0,0,"Up",19.728518
"ENSG00000106615",2192.91488,0.930371,0.098256,0,0,"NS",19.630424
"ENSG00000198542",3506.913165,1.010355,0.107098,0,0,"Up",19.555552
"ENSG00000128342",153.120046,-2.549881,0.277513,0,0,"Down",19.422279
"ENSG00000103175",250.457907,1.719316,0.184831,0,0,"Up",19.340691
"ENSG00000128699",1855.279253,0.97939,0.104523,0,0,"NS",19.291813
"ENSG00000116991",119.85375,-2.526935,0.27259,0,0,"Down",19.248767
"ENSG00000120690",1383.587048,0.898657,0.09589,0,0,"NS",19.248162
"ENSG00000111859",1772.54117,1.58838,0.172953,0,0,"Up",19.085114
"ENSG00000100784",87.32276,-2.45304,0.265164,0,0,"Down",19.078088
"ENSG00000169218",643.194353,1.375113,0.148625,0,0,"Up",19.049848
"ENSG00000173838",47.352931,3.817573,0.410653,0,0,"Up",19.012395
"ENSG00000185813",468.2537,1.094318,0.118037,0,0,"Up",18.921715
"ENSG00000140105",2493.962612,-1.276569,0.138824,0,0,"Down",18.90762
"ENSG00000168542",82661.646021,-0.839341,0.090124,0,0,"NS",18.80314
"ENSG00000033867",2313.660248,-0.908934,0.098197,0,0,"NS",18.789675
"ENSG00000084090",3609.490275,1.226036,0.133252,0,0,"Up",18.789675
"ENSG00000185022",648.3385,1.24172,0.134902,0,0,"Up",18.787447
"ENSG00000175130",620.187452,-1.102048,0.119237,0,0,"Down",18.778195
"ENSG00000182552",978.405344,1.092236,0.118923,0,0,"Up",18.601507
"ENSG00000128311",316.408984,1.269463,0.138544,0,0,"Up",18.568572
"ENSG00000131771",95.418095,-2.931461,0.321481,0,0,"Down",18.517979
"ENSG00000138604",1443.513141,0.903605,0.098562,0,0,"NS",18.454557
"ENSG00000157514",2205.718848,3.117588,0.350033,0,0,"Up",18.454557
"ENSG00000129116",21202.527819,0.826755,0.090794,0,0,"NS",18.449305
"ENSG00000124151",1569.90433,1.328359,0.146313,0,0,"Up",18.404993
"ENSG00000100033",55.36392,4.778811,0.52404,0,0,"Up",18.388212
"ENSG00000083223",1486.903832,1.086094,0.119107,0,0,"Up",18.387749
"ENSG00000250978",56.318557,6.18516,0.663216,0,0,"Up",18.219396
"ENSG00000107796",2427.811637,1.116779,0.123831,0,0,"Up",18.126918
"ENSG00000116132",5566.233805,-0.748517,0.083114,0,0,"NS",18.113402
"ENSG00000108604",2178.076377,1.218975,0.135207,0,0,"Up",18.087585
"ENSG00000117461",215.509147,-1.663497,0.184673,0,0,"Down",18.084726
"ENSG00000176771",107.651022,-2.16982,0.242033,0,0,"Down",18.00932
"ENSG00000116711",111.968422,-2.394042,0.267421,0,0,"Down",17.980686
"ENSG00000172260",1335.016891,1.418831,0.159109,0,0,"Up",17.860799
"ENSG00000196950",808.739883,-1.199198,0.134263,0,0,"Down",17.774321
"ENSG00000171132",401.591845,-1.175782,0.131152,0,0,"Down",17.763329
"ENSG00000169764",3226.467579,0.870791,0.096896,0,0,"NS",17.731282
"ENSG00000186594",1373.78261,0.825353,0.091642,0,0,"NS",17.710012
"ENSG00000166825",4198.983185,1.041769,0.116642,0,0,"Up",17.645201
"ENSG00000185745",237.713943,-1.62608,0.183094,0,0,"Down",17.635158
"ENSG00000169744",616.840955,-1.306218,0.147061,0,0,"Down",17.613613
"ENSG00000170775",213.790766,1.458134,0.163837,0,0,"Up",17.590018
"ENSG00000184254",560.682296,-1.006902,0.11261,0,0,"Down",17.585833
"ENSG00000159212",757.351667,1.021483,0.114724,0,0,"Up",17.498078
"ENSG00000157613",2782.510511,-0.961892,0.108162,0,0,"NS",17.488544
"ENSG00000108830",158.261076,-2.306188,0.2649,0,0,"Down",17.452663
"ENSG00000221968",1863.011567,0.984745,0.110752,0,0,"NS",17.427272
"ENSG00000174697",115.965914,2.956075,0.340059,0,0,"Up",17.424672
"ENSG00000162878",1588.441631,1.523193,0.17399,0,0,"Up",17.375061
"ENSG00000113719",6814.372108,0.729014,0.082135,0,0,"NS",17.275005
"ENSG00000137393",158.283774,2.073253,0.237875,0,0,"Up",17.275005
"ENSG00000116962",9435.943317,1.447625,0.166445,0,0,"Up",17.142969
"ENSG00000152779",45.680301,4.021697,0.458068,0,0,"Up",17.08631
"ENSG00000115419",3865.240605,1.165457,0.133537,0,0,"Up",17.059567
"ENSG00000138074",435.943594,1.18028,0.134775,0,0,"Up",17.019458
"ENSG00000154262",2397.113316,0.996787,0.113668,0,0,"NS",17.004151
"ENSG00000114853",3379.386399,0.735412,0.083249,0,0,"NS",16.980358
"ENSG00000165802",1601.755588,0.925083,0.105404,0,0,"NS",16.968152
"ENSG00000172985",799.898405,0.871898,0.099097,0,0,"NS",16.96369
"ENSG00000197769",134.644122,2.39083,0.276979,0,0,"Up",16.948697
"ENSG00000179593",67.242812,10.996291,2.945694,0,0,"Up",16.927987
"ENSG00000074590",412.639827,1.327865,0.15301,0,0,"Up",16.879708
"ENSG00000109654",1279.990233,-0.857634,0.09777,0,0,"NS",16.879708
"ENSG00000168556",382.017665,1.249163,0.143547,0,0,"Up",16.83923
"ENSG00000157110",2970.452058,0.877886,0.10025,0,0,"NS",16.832344
"ENSG00000137767",879.785486,1.009266,0.116193,0,0,"Up",16.765975
"ENSG00000162545",6269.067258,0.794949,0.091068,0,0,"NS",16.694777
"ENSG00000019995",2078.387329,0.908717,0.104691,0,0,"NS",16.579933
"ENSG00000139329",13692.691427,-0.877107,0.100789,0,0,"NS",16.531681
"ENSG00000139567",871.09758,0.831565,0.095708,0,0,"NS",16.530805
"ENSG00000103064",780.765444,1.368325,0.159989,0,0,"Up",16.474022
"ENSG00000075213",714.292423,-1.180345,0.137287,0,0,"Down",16.461911
"ENSG00000143507",318.946956,-1.158658,0.134338,0,0,"Down",16.461911
"ENSG00000131080",1123.664082,-0.928452,0.107663,0,0,"NS",16.385627
"ENSG00000170989",241.926413,-1.449461,0.169521,0,0,"Down",16.362934
"ENSG00000146411",762.961512,-0.899214,0.104291,0,0,"NS",16.355191
"ENSG00000183876",193.710166,-1.644883,0.192897,0,0,"Down",16.348991
"ENSG00000126785",672.61621,-1.186807,0.138948,0,0,"Down",16.296408
"ENSG00000135069",724.584165,-1.26665,0.148606,0,0,"Down",16.293137
"ENSG00000135048",940.086163,0.874039,0.10131,0,0,"NS",16.288707
"ENSG00000182718",25279.201503,0.654753,0.075594,0,0,"NS",16.281641
"ENSG00000070882",1106.499129,-1.07746,0.126089,0,0,"Down",16.255672
"ENSG00000187239",1852.056227,0.811772,0.094345,0,0,"NS",16.253134
"ENSG00000107968",536.659486,1.108309,0.129469,0,0,"Up",16.251241
"ENSG00000169926",2077.736313,0.883124,0.102815,0,0,"NS",16.251241
"ENSG00000144724",3000.688726,0.908066,0.106525,0,0,"NS",16.197061
"ENSG00000116194",237.04454,1.893248,0.224647,0,0,"Up",16.194913
"ENSG00000076513",6210.565549,0.676328,0.078383,0,0,"NS",16.175178
"ENSG00000111728",193.412947,-1.490155,0.175256,0,0,"Down",16.175178
"ENSG00000158246",70.302866,2.29236,0.270604,0,0,"Up",16.14324
"ENSG00000183496",171.5259,-1.672146,0.19744,0,0,"Down",16.14324
"ENSG00000134871",4201.988482,0.869992,0.101754,0,0,"NS",16.108615
"ENSG00000120162",60.670428,2.641055,0.313063,0,0,"Up",15.95533
"ENSG00000182580",426.122914,-1.482045,0.176726,0,0,"Down",15.943319
"ENSG00000145632",523.673955,-0.996842,0.117754,0,0,"NS",15.908693
"ENSG00000132155",2810.674825,0.771347,0.090597,0,0,"NS",15.902519
"ENSG00000268913",72.857073,2.461701,0.292755,0,0,"Up",15.900638
"ENSG00000186575",2623.99717,0.992972,0.117953,0,0,"NS",15.79699
"ENSG00000151690",939.074613,0.995486,0.118129,0,0,"NS",15.789033
"ENSG00000196230",7908.086707,-1.153538,0.138183,0,0,"Down",15.763718
"ENSG00000174437",10584.252871,1.307131,0.15687,0,0,"Up",15.744065
"ENSG00000138385",1817.384638,0.789999,0.093418,0,0,"NS",15.706484
"ENSG00000147576",242.963445,1.408052,0.168483,0,0,"Up",15.64338
"ENSG00000081803",1171.268216,1.293144,0.155261,0,0,"Up",15.635158
"ENSG00000108950",1011.564937,1.065165,0.12731,0,0,"Up",15.615428
"ENSG00000147526",8587.903351,0.859091,0.102081,0,0,"NS",15.603505
"ENSG00000198947",1286.086602,0.993283,0.118512,0,0,"NS",15.578342
"ENSG00000009413",7584.974888,1.069915,0.128215,0,0,"Up",15.572653
"ENSG00000161647",166.341417,1.527568,0.18344,0,0,"Up",15.558599
"ENSG00000135821",19611.251385,2.843562,0.350673,0,0,"Up",15.521956
"ENSG00000197301",209.371085,2.214044,0.271964,0,0,"Up",15.521956
"ENSG00000164930",1380.006094,0.941798,0.11234,0,0,"NS",15.496168
"ENSG00000067369",1878.390732,-0.743727,0.088442,0,0,"NS",15.492371
"ENSG00000164619",553.266119,-1.492851,0.181086,0,0,"Down",15.487555
"ENSG00000219481",2694.128971,-0.713785,0.084904,0,0,"NS",15.475289
"ENSG00000147119",453.233381,1.492656,0.18151,0,0,"Up",15.402564
"ENSG00000113456",944.893713,0.812562,0.09712,0,0,"NS",15.382511
"ENSG00000133110",4035.435621,-1.382576,0.168729,0,0,"Down",15.366763
"ENSG00000147883",517.02713,-1.394728,0.168654,0,0,"Down",15.363132
"ENSG00000051108",2272.416732,0.733829,0.08767,0,0,"NS",15.333633
"ENSG00000196411",1152.038584,-0.927577,0.111748,0,0,"NS",15.292416
"ENSG00000087448",907.657962,1.035712,0.125049,0,0,"Up",15.276344
"ENSG00000188042",1231.969861,-0.78338,0.094153,0,0,"NS",15.24038
"ENSG00000146373",818.986308,1.056764,0.127727,0,0,"Up",15.239574
"ENSG00000143127",265.813277,3.706938,0.465847,0,0,"Up",15.21925
"ENSG00000168621",218.347623,1.754211,0.215398,0,0,"Up",15.176873
"ENSG00000188176",56.145889,-3.156224,0.387531,0,0,"Down",15.14209
"ENSG00000101342",42.901378,3.973994,0.484861,0,0,"Up",15.141779
"ENSG00000103381",663.159609,0.909698,0.110136,0,0,"NS",15.07833
"ENSG00000104756",1778.584422,0.808563,0.097912,0,0,"NS",15.036584
"ENSG00000157152",49.949114,3.365003,0.415311,0,0,"Up",15.012196
"ENSG00000126861",309.304216,-1.673722,0.206854,0,0,"Down",14.99971
"ENSG00000099860",368.158193,1.432483,0.176332,0,0,"Up",14.989919
"ENSG00000183508",90.035069,-2.473323,0.308906,0,0,"Down",14.907426
"ENSG00000169855",1727.804136,-1.081324,0.13301,0,0,"Down",14.866743
"ENSG00000272841",114.903197,-1.96403,0.24164,0,0,"Down",14.833092
"ENSG00000101955",4345.755556,0.899692,0.109994,0,0,"NS",14.821751
"ENSG00000122971",527.210455,0.944935,0.115689,0,0,"NS",14.799207
"ENSG00000189184",6487.729736,-0.86712,0.106432,0,0,"NS",14.768407
